# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
30613.0000 M326 499552 3 903.0000 p56 r74 284 N p56->p42->p57->r74
30768.0000 M337 147907 1 1.0000 p59 r65 299 N p59->r65
30939.0000 M306 375143 2 3149.0000 p28 r66 247 N p28->v94->r66
31159.0000 M328 219871 2 1238.0000 p57 r61 279 N p57->p58->r61
31173.0000 M341 325139 2 53.0000 p10 r67 299 N p10->v81->r67
31184.0000 M332 350980 2 906.0000 p16 r69 284 N p16->v80->r69
31269.0000 M335 193611 2 737.0000 p41 r69 287 N p41->p22->r69
31421.0000 M333 287404 2 1075.0000 p9 r79 282 N p9->p12->r79
31454.0000 M329 492908 3 1437.0000 p49 r70 276 N p49->p42->v85->r70
31457.0000 M327 477347 2 1638.0000 p42 r61 272 N p42->v85->r61
31474.0000 M344 145998 2 58.0000 p21 r73 299 N p21->p8->r73
31492.0000 M316 115560 2 2723.0000 p17 r79 254 N p17->v84->r79
31502.0000 M330 287409 2 1394.0000 p38 r61 276 N p38->v80->r61
31591.0000 M321 216427 2 2360.0000 p24 r76 260 N p24->p33->r76
31593.0000 M342 363432 3 367.0000 p24 r76 293 N p24->v80->p33->r76
31607.0000 M336 184866 2 958.0000 p13 r77 284 N p13->p16->r77
31633.0000 M338 338129 2 794.0000 p19 r64 286 N p19->r68->r64
31693.0000 M334 373349 2 1263.0000 p42 r64 278 N p42->v81->r64
31726.0000 M304 288479 1 4118.0000 p6 r71 231 N p6->r71
31815.0000 M345 345215 3 287.0000 p33 r70 295 N p33->r76->v90->r70
31941.0000 M340 317643 2 921.0000 p32 r72 284 N p32->r63->r72
31990.0000 M319 325872 3 2965.0000 p24 r71 250 N p24->p45->p1->r71
32040.0000 M348 490211 3 231.0000 p10 r76 296 N p10->p14->v81->r76
32299.0000 M347 374196 3 573.0000 p58 r75 290 N p58->p15->v90->r75
32303.0000 M350 428521 2 331.0000 p36 r60 294 N p36->v93->r60
32529.0000 M339 430518 3 1629.0000 p58 r71 272 N p58->p26->v80->r71
32732.0000 M356 484260 2 284.0000 p12 r61 295 N p12->v80->r61
32803.0000 M352 431023 2 638.0000 p2 r62 289 N p2->v82->r62
32903.0000 M359 469749 3 133.0000 p29 r68 297 N p29->v90->p7->r68
33037.0000 M312 443907 2 4640.0000 p59 r77 222 N p59->v86->r77
33113.0000 M357 401184 2 569.0000 p46 r62 290 N p46->v89->r62
33115.0000 M343 462694 2 1780.0000 p7 r62 270 N p7->v89->r62
33182.0000 M358 257395 1 519.0000 p59 r65 291 N p59->r65
33352.0000 M355 201039 2 994.0000 p48 r65 283 N p48->v84->r65
33522.0000 M365 482584 2 176.0000 p22 r76 297 N p22->v84->r76
33640.0000 M346 150517 2 2013.0000 p58 r78 266 N p58->v94->r78
33673.0000 M351 460296 2 1598.0000 p22 r79 273 N p22->v84->r79
33691.0000 M363 497351 2 535.0000 p41 r64 291 N p41->v84->r64
33719.0000 M360 401627 2 872.0000 p43 r64 285 N p43->v80->r64
33788.0000 M368 227773 2 167.0000 p26 r70 297 N p26->v94->r70
33950.0000 M354 473642 2 1663.0000 p5 r65 272 N p5->v88->r65
33969.0000 M367 431296 3 463.0000 p29 r74 292 N p29->p58->v91->r74
