# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
13725.0000 HM296 365409 3 291.0000 p17 r78 295 N p17->p25->v87->r78
13764.0000 HM283 422330 3 933.0000 p22 r74 284 N p22->p18->p37->r74
13782.0000 HM204 238215 3 4482.0000 p22 r67 225 N p22->p54->v85->r67
13814.0000 HM292 429001 2 588.0000 p9 r64 290 N p9->r67->r64
13866.0000 HM271 287230 3 1594.0000 p7 r75 273 N p7->p51->v93->r75
13867.0000 HM294 372474 1 543.0000 p11 r76 290 N p11->r76
13868.0000 HM123 303886 1 8269.0000 p50 r67 162 N p50->r67
13890.0000 HM297 463370 3 402.0000 p19 r76 293 N p19->v87->p57->r76
13898.0000 HM253 269863 1 2420.0000 p6 r76 259 N p6->r76
13929.0000 HM209 366825 3 4396.0000 p4 r73 226 N p4->p53->v88->r73
14065.0000 HM285 258102 2 1142.0000 p3 r79 280 N p3->v94->r79
14166.0000 HM282 412067 3 1367.0000 p51 r69 277 N p51->v82->v83->r69
14213.0000 HM290 252829 3 1079.0000 p45 r66 282 N p45->p34->v81->r66
14246.0000 HM301 457329 3 588.0000 p0 r71 290 N p0->v80->v89->r71
14346.0000 HM274 492988 3 1921.0000 p30 r69 267 N p30->r79->v83->r69
14458.0000 HM269 212122 2 2291.0000 p24 r67 261 N p24->v90->r67
14538.0000 HM305 263494 3 682.0000 p17 r79 288 N p17->p49->v83->r79
14575.0000 HM313 462812 2 325.0000 p42 r75 294 N p42->p15->r75
14637.0000 HM295 210377 2 1256.0000 p34 r73 279 N p34->v82->r73
14679.0000 HM319 151795 2 166.0000 p5 r65 297 N p5->v80->r65
14691.0000 HM286 315464 2 1732.0000 p0 r70 271 N p0->v89->r70
14789.0000 HM302 492082 2 1072.0000 p13 r73 282 N p13->v92->r73
14862.0000 HM289 268951 2 1773.0000 p10 r72 270 N p10->v81->r72
14992.0000 HM254 439753 3 3481.0000 p20 r70 241 N p20->p21->p30->r70
